Servo Position Log - Started at: 2025-05-11 16:12:24
================================================================================
[2025-05-11 16:12:27] shoulder - Angle:  90.00° | Value:   0.00 | Pulse Width: 1500.00µs
[2025-05-11 16:12:29] shoulder - Angle:  93.00° | Value:   0.03 | Pulse Width: 1520.00µs
[2025-05-11 16:12:29] shoulder - Angle:  86.00° | Value:  -0.04 | Pulse Width: 1473.33µs
[2025-05-11 16:12:29] shoulder - Angle:  79.00° | Value:  -0.12 | Pulse Width: 1426.67µs
[2025-05-11 16:12:29] shoulder - Angle:  72.00° | Value:  -0.20 | Pulse Width: 1380.00µs
[2025-05-11 16:12:29] shoulder - Angle:  66.00° | Value:  -0.27 | Pulse Width: 1340.00µs
[2025-05-11 16:12:29] shoulder - Angle:  60.00° | Value:  -0.33 | Pulse Width: 1300.00µs
[2025-05-11 16:12:29] shoulder - Angle:  53.00° | Value:  -0.41 | Pulse Width: 1253.33µs
[2025-05-11 16:12:29] shoulder - Angle:  45.00° | Value:  -0.50 | Pulse Width: 1200.00µs
[2025-05-11 16:12:29] shoulder - Angle:  37.00° | Value:  -0.59 | Pulse Width: 1146.67µs
[2025-05-11 16:12:29] shoulder - Angle:  35.00° | Value:  -0.61 | Pulse Width: 1133.33µs
[2025-05-11 16:12:29] shoulder - Angle:  34.00° | Value:  -0.62 | Pulse Width: 1126.67µs
[2025-05-11 16:12:29] shoulder - Angle:  33.00° | Value:  -0.63 | Pulse Width: 1120.00µs
[2025-05-11 16:12:29] shoulder - Angle:  32.00° | Value:  -0.64 | Pulse Width: 1113.33µs
[2025-05-11 16:12:29] shoulder - Angle:  33.00° | Value:  -0.63 | Pulse Width: 1120.00µs
[2025-05-11 16:12:29] shoulder - Angle:  34.00° | Value:  -0.62 | Pulse Width: 1126.67µs
[2025-05-11 16:12:29] shoulder - Angle:  35.00° | Value:  -0.61 | Pulse Width: 1133.33µs
[2025-05-11 16:12:29] shoulder - Angle:  36.00° | Value:  -0.60 | Pulse Width: 1140.00µs
[2025-05-11 16:12:29] shoulder - Angle:  37.00° | Value:  -0.59 | Pulse Width: 1146.67µs
[2025-05-11 16:12:29] shoulder - Angle:  40.00° | Value:  -0.56 | Pulse Width: 1166.67µs
[2025-05-11 16:12:29] shoulder - Angle:  44.00° | Value:  -0.51 | Pulse Width: 1193.33µs
[2025-05-11 16:12:29] shoulder - Angle:  48.00° | Value:  -0.47 | Pulse Width: 1220.00µs
[2025-05-11 16:12:29] shoulder - Angle:  56.00° | Value:  -0.38 | Pulse Width: 1273.33µs
[2025-05-11 16:12:29] shoulder - Angle:  59.00° | Value:  -0.34 | Pulse Width: 1293.33µs
[2025-05-11 16:12:29] shoulder - Angle:  61.00° | Value:  -0.32 | Pulse Width: 1306.67µs
[2025-05-11 16:12:29] shoulder - Angle:  63.00° | Value:  -0.30 | Pulse Width: 1320.00µs
[2025-05-11 16:12:29] shoulder - Angle:  65.00° | Value:  -0.28 | Pulse Width: 1333.33µs
[2025-05-11 16:12:29] shoulder - Angle:  67.00° | Value:  -0.26 | Pulse Width: 1346.67µs
[2025-05-11 16:12:29] shoulder - Angle:  68.00° | Value:  -0.24 | Pulse Width: 1353.33µs
[2025-05-11 16:12:29] shoulder - Angle:  69.00° | Value:  -0.23 | Pulse Width: 1360.00µs
[2025-05-11 16:12:29] shoulder - Angle:  70.00° | Value:  -0.22 | Pulse Width: 1366.67µs
[2025-05-11 16:12:29] shoulder - Angle:  71.00° | Value:  -0.21 | Pulse Width: 1373.33µs
[2025-05-11 16:12:29] shoulder - Angle:  72.00° | Value:  -0.20 | Pulse Width: 1380.00µs
[2025-05-11 16:12:29] shoulder - Angle:  73.00° | Value:  -0.19 | Pulse Width: 1386.67µs
[2025-05-11 16:12:29] shoulder - Angle:  74.00° | Value:  -0.18 | Pulse Width: 1393.33µs
[2025-05-11 16:12:29] shoulder - Angle:  75.00° | Value:  -0.17 | Pulse Width: 1400.00µs
[2025-05-11 16:12:29] shoulder - Angle:  77.00° | Value:  -0.14 | Pulse Width: 1413.33µs
[2025-05-11 16:12:29] shoulder - Angle:  79.00° | Value:  -0.12 | Pulse Width: 1426.67µs
[2025-05-11 16:12:29] shoulder - Angle:  81.00° | Value:  -0.10 | Pulse Width: 1440.00µs
[2025-05-11 16:12:29] shoulder - Angle:  82.00° | Value:  -0.09 | Pulse Width: 1446.67µs
[2025-05-11 16:12:29] shoulder - Angle:  83.00° | Value:  -0.08 | Pulse Width: 1453.33µs
[2025-05-11 16:12:29] shoulder - Angle:  84.00° | Value:  -0.07 | Pulse Width: 1460.00µs
[2025-05-11 16:12:29] shoulder - Angle:  85.00° | Value:  -0.06 | Pulse Width: 1466.67µs
[2025-05-11 16:12:29] shoulder - Angle:  86.00° | Value:  -0.04 | Pulse Width: 1473.33µs
[2025-05-11 16:12:29] shoulder - Angle:  87.00° | Value:  -0.03 | Pulse Width: 1480.00µs
[2025-05-11 16:12:29] shoulder - Angle:  88.00° | Value:  -0.02 | Pulse Width: 1486.67µs
[2025-05-11 16:12:30] shoulder - Angle:  89.00° | Value:  -0.01 | Pulse Width: 1493.33µs
[2025-05-11 16:12:30] shoulder - Angle:  90.00° | Value:   0.00 | Pulse Width: 1500.00µs
[2025-05-11 16:12:30] shoulder - Angle:  91.00° | Value:   0.01 | Pulse Width: 1506.67µs
[2025-05-11 16:12:30] shoulder - Angle:  90.00° | Value:   0.00 | Pulse Width: 1500.00µs
[2025-05-11 16:12:30] shoulder - Angle:  89.00° | Value:  -0.01 | Pulse Width: 1493.33µs
[2025-05-11 16:12:30] shoulder - Angle:  88.00° | Value:  -0.02 | Pulse Width: 1486.67µs
[2025-05-11 16:12:30] shoulder - Angle:  87.00° | Value:  -0.03 | Pulse Width: 1480.00µs
[2025-05-11 16:12:30] shoulder - Angle:  88.00° | Value:  -0.02 | Pulse Width: 1486.67µs
[2025-05-11 16:12:31] shoulder - Angle:  89.00° | Value:  -0.01 | Pulse Width: 1493.33µs
[2025-05-11 16:12:32] elbow    - Angle:  91.00° | Value:   0.01 | Pulse Width: 1506.67µs
[2025-05-11 16:12:32] elbow    - Angle:  92.00° | Value:   0.02 | Pulse Width: 1513.33µs
[2025-05-11 16:12:32] elbow    - Angle:  95.00° | Value:   0.06 | Pulse Width: 1533.33µs
[2025-05-11 16:12:32] elbow    - Angle:  97.00° | Value:   0.08 | Pulse Width: 1546.67µs
[2025-05-11 16:12:32] elbow    - Angle: 101.00° | Value:   0.12 | Pulse Width: 1573.33µs
[2025-05-11 16:12:32] elbow    - Angle: 104.00° | Value:   0.16 | Pulse Width: 1593.33µs
[2025-05-11 16:12:32] elbow    - Angle: 107.00° | Value:   0.19 | Pulse Width: 1613.33µs
[2025-05-11 16:12:32] elbow    - Angle: 110.00° | Value:   0.22 | Pulse Width: 1633.33µs
[2025-05-11 16:12:32] elbow    - Angle: 112.00° | Value:   0.24 | Pulse Width: 1646.67µs
[2025-05-11 16:12:32] elbow    - Angle: 113.00° | Value:   0.26 | Pulse Width: 1653.33µs
[2025-05-11 16:12:32] elbow    - Angle: 115.00° | Value:   0.28 | Pulse Width: 1666.67µs
[2025-05-11 16:12:32] elbow    - Angle: 118.00° | Value:   0.31 | Pulse Width: 1686.67µs
[2025-05-11 16:12:32] elbow    - Angle: 121.00° | Value:   0.34 | Pulse Width: 1706.67µs
[2025-05-11 16:12:32] elbow    - Angle: 123.00° | Value:   0.37 | Pulse Width: 1720.00µs
[2025-05-11 16:12:32] elbow    - Angle: 125.00° | Value:   0.39 | Pulse Width: 1733.33µs
[2025-05-11 16:12:32] elbow    - Angle: 128.00° | Value:   0.42 | Pulse Width: 1753.33µs
[2025-05-11 16:12:32] elbow    - Angle: 130.00° | Value:   0.44 | Pulse Width: 1766.67µs
[2025-05-11 16:12:32] elbow    - Angle: 132.00° | Value:   0.47 | Pulse Width: 1780.00µs
[2025-05-11 16:12:32] elbow    - Angle: 133.00° | Value:   0.48 | Pulse Width: 1786.67µs
[2025-05-11 16:12:32] elbow    - Angle: 134.00° | Value:   0.49 | Pulse Width: 1793.33µs
[2025-05-11 16:12:32] elbow    - Angle: 135.00° | Value:   0.50 | Pulse Width: 1800.00µs
[2025-05-11 16:12:32] elbow    - Angle: 136.00° | Value:   0.51 | Pulse Width: 1806.67µs
[2025-05-11 16:12:32] elbow    - Angle: 137.00° | Value:   0.52 | Pulse Width: 1813.33µs
[2025-05-11 16:12:32] elbow    - Angle: 136.00° | Value:   0.51 | Pulse Width: 1806.67µs
[2025-05-11 16:12:32] elbow    - Angle: 135.00° | Value:   0.50 | Pulse Width: 1800.00µs
[2025-05-11 16:12:32] elbow    - Angle: 133.00° | Value:   0.48 | Pulse Width: 1786.67µs
[2025-05-11 16:12:32] elbow    - Angle: 131.00° | Value:   0.46 | Pulse Width: 1773.33µs
[2025-05-11 16:12:32] elbow    - Angle: 128.00° | Value:   0.42 | Pulse Width: 1753.33µs
[2025-05-11 16:12:32] elbow    - Angle: 127.00° | Value:   0.41 | Pulse Width: 1746.67µs
[2025-05-11 16:12:32] elbow    - Angle: 124.00° | Value:   0.38 | Pulse Width: 1726.67µs
[2025-05-11 16:12:32] elbow    - Angle: 122.00° | Value:   0.36 | Pulse Width: 1713.33µs
[2025-05-11 16:12:32] elbow    - Angle: 117.00° | Value:   0.30 | Pulse Width: 1680.00µs
[2025-05-11 16:12:32] elbow    - Angle: 112.00° | Value:   0.24 | Pulse Width: 1646.67µs
[2025-05-11 16:12:32] elbow    - Angle: 108.00° | Value:   0.20 | Pulse Width: 1620.00µs
[2025-05-11 16:12:32] elbow    - Angle: 101.00° | Value:   0.12 | Pulse Width: 1573.33µs
[2025-05-11 16:12:32] elbow    - Angle:  99.00° | Value:   0.10 | Pulse Width: 1560.00µs
[2025-05-11 16:12:32] elbow    - Angle:  96.00° | Value:   0.07 | Pulse Width: 1540.00µs
[2025-05-11 16:12:32] elbow    - Angle:  92.00° | Value:   0.02 | Pulse Width: 1513.33µs
[2025-05-11 16:12:32] elbow    - Angle:  89.00° | Value:  -0.01 | Pulse Width: 1493.33µs
[2025-05-11 16:12:32] elbow    - Angle:  82.00° | Value:  -0.09 | Pulse Width: 1446.67µs
[2025-05-11 16:12:32] elbow    - Angle:  78.00° | Value:  -0.13 | Pulse Width: 1420.00µs
[2025-05-11 16:12:32] elbow    - Angle:  70.00° | Value:  -0.22 | Pulse Width: 1366.67µs
[2025-05-11 16:12:32] elbow    - Angle:  64.00° | Value:  -0.29 | Pulse Width: 1326.67µs
[2025-05-11 16:12:32] elbow    - Angle:  59.00° | Value:  -0.34 | Pulse Width: 1293.33µs
[2025-05-11 16:12:32] elbow    - Angle:  55.00° | Value:  -0.39 | Pulse Width: 1266.67µs
[2025-05-11 16:12:32] elbow    - Angle:  52.00° | Value:  -0.42 | Pulse Width: 1246.67µs
[2025-05-11 16:12:32] elbow    - Angle:  47.00° | Value:  -0.48 | Pulse Width: 1213.33µs
[2025-05-11 16:12:32] elbow    - Angle:  45.00° | Value:  -0.50 | Pulse Width: 1200.00µs
[2025-05-11 16:12:32] elbow    - Angle:  42.00° | Value:  -0.53 | Pulse Width: 1180.00µs
[2025-05-11 16:12:32] elbow    - Angle:  40.00° | Value:  -0.56 | Pulse Width: 1166.67µs
[2025-05-11 16:12:32] elbow    - Angle:  38.00° | Value:  -0.58 | Pulse Width: 1153.33µs
[2025-05-11 16:12:32] elbow    - Angle:  37.00° | Value:  -0.59 | Pulse Width: 1146.67µs
[2025-05-11 16:12:32] elbow    - Angle:  35.00° | Value:  -0.61 | Pulse Width: 1133.33µs
[2025-05-11 16:12:32] elbow    - Angle:  34.00° | Value:  -0.62 | Pulse Width: 1126.67µs
[2025-05-11 16:12:32] elbow    - Angle:  32.00° | Value:  -0.64 | Pulse Width: 1113.33µs
[2025-05-11 16:12:32] elbow    - Angle:  33.00° | Value:  -0.63 | Pulse Width: 1120.00µs
[2025-05-11 16:12:32] elbow    - Angle:  38.00° | Value:  -0.58 | Pulse Width: 1153.33µs
[2025-05-11 16:12:32] elbow    - Angle:  46.00° | Value:  -0.49 | Pulse Width: 1206.67µs
[2025-05-11 16:12:32] elbow    - Angle:  47.00° | Value:  -0.48 | Pulse Width: 1213.33µs
[2025-05-11 16:12:32] elbow    - Angle:  56.00° | Value:  -0.38 | Pulse Width: 1273.33µs
[2025-05-11 16:12:32] elbow    - Angle:  61.00° | Value:  -0.32 | Pulse Width: 1306.67µs
[2025-05-11 16:12:32] elbow    - Angle:  70.00° | Value:  -0.22 | Pulse Width: 1366.67µs
[2025-05-11 16:12:32] elbow    - Angle:  74.00° | Value:  -0.18 | Pulse Width: 1393.33µs
[2025-05-11 16:12:32] elbow    - Angle:  81.00° | Value:  -0.10 | Pulse Width: 1440.00µs
[2025-05-11 16:12:32] elbow    - Angle:  84.00° | Value:  -0.07 | Pulse Width: 1460.00µs
[2025-05-11 16:12:32] elbow    - Angle:  90.00° | Value:   0.00 | Pulse Width: 1500.00µs
[2025-05-11 16:12:32] elbow    - Angle:  93.00° | Value:   0.03 | Pulse Width: 1520.00µs
[2025-05-11 16:12:32] elbow    - Angle:  96.00° | Value:   0.07 | Pulse Width: 1540.00µs
[2025-05-11 16:12:32] elbow    - Angle:  98.00° | Value:   0.09 | Pulse Width: 1553.33µs
[2025-05-11 16:12:32] elbow    - Angle: 101.00° | Value:   0.12 | Pulse Width: 1573.33µs
[2025-05-11 16:12:32] elbow    - Angle: 103.00° | Value:   0.14 | Pulse Width: 1586.67µs
[2025-05-11 16:12:32] elbow    - Angle: 104.00° | Value:   0.16 | Pulse Width: 1593.33µs
[2025-05-11 16:12:32] elbow    - Angle: 105.00° | Value:   0.17 | Pulse Width: 1600.00µs
[2025-05-11 16:12:33] elbow    - Angle: 104.00° | Value:   0.16 | Pulse Width: 1593.33µs
[2025-05-11 16:12:33] elbow    - Angle: 103.00° | Value:   0.14 | Pulse Width: 1586.67µs
[2025-05-11 16:12:33] elbow    - Angle: 102.00° | Value:   0.13 | Pulse Width: 1580.00µs
[2025-05-11 16:12:33] elbow    - Angle: 101.00° | Value:   0.12 | Pulse Width: 1573.33µs
[2025-05-11 16:12:33] elbow    - Angle: 100.00° | Value:   0.11 | Pulse Width: 1566.67µs
[2025-05-11 16:12:33] elbow    - Angle:  99.00° | Value:   0.10 | Pulse Width: 1560.00µs
[2025-05-11 16:12:33] elbow    - Angle:  98.00° | Value:   0.09 | Pulse Width: 1553.33µs
[2025-05-11 16:12:33] elbow    - Angle:  96.00° | Value:   0.07 | Pulse Width: 1540.00µs
[2025-05-11 16:12:33] elbow    - Angle:  95.00° | Value:   0.06 | Pulse Width: 1533.33µs
[2025-05-11 16:12:33] elbow    - Angle:  94.00° | Value:   0.04 | Pulse Width: 1526.67µs
[2025-05-11 16:12:33] elbow    - Angle:  93.00° | Value:   0.03 | Pulse Width: 1520.00µs
[2025-05-11 16:12:33] elbow    - Angle:  92.00° | Value:   0.02 | Pulse Width: 1513.33µs
[2025-05-11 16:12:33] elbow    - Angle:  91.00° | Value:   0.01 | Pulse Width: 1506.67µs
[2025-05-11 16:12:33] elbow    - Angle:  90.00° | Value:   0.00 | Pulse Width: 1500.00µs
[2025-05-11 16:12:36] wrist    - Angle:  89.00° | Value:  -0.01 | Pulse Width: 1443.89µs
[2025-05-11 16:12:36] wrist    - Angle:  88.00° | Value:  -0.02 | Pulse Width: 1437.78µs
[2025-05-11 16:12:36] wrist    - Angle:  87.00° | Value:  -0.03 | Pulse Width: 1431.67µs
[2025-05-11 16:12:36] wrist    - Angle:  86.00° | Value:  -0.04 | Pulse Width: 1425.56µs
[2025-05-11 16:12:36] wrist    - Angle:  84.00° | Value:  -0.07 | Pulse Width: 1413.33µs
[2025-05-11 16:12:36] wrist    - Angle:  82.00° | Value:  -0.09 | Pulse Width: 1401.11µs
[2025-05-11 16:12:36] wrist    - Angle:  79.00° | Value:  -0.12 | Pulse Width: 1382.78µs
[2025-05-11 16:12:36] wrist    - Angle:  77.00° | Value:  -0.14 | Pulse Width: 1370.56µs
[2025-05-11 16:12:36] wrist    - Angle:  76.00° | Value:  -0.16 | Pulse Width: 1364.44µs
[2025-05-11 16:12:36] wrist    - Angle:  75.00° | Value:  -0.17 | Pulse Width: 1358.33µs
[2025-05-11 16:12:36] wrist    - Angle:  74.00° | Value:  -0.18 | Pulse Width: 1352.22µs
[2025-05-11 16:12:36] wrist    - Angle:  71.00° | Value:  -0.21 | Pulse Width: 1333.89µs
[2025-05-11 16:12:36] wrist    - Angle:  70.00° | Value:  -0.22 | Pulse Width: 1327.78µs
[2025-05-11 16:12:36] wrist    - Angle:  68.00° | Value:  -0.24 | Pulse Width: 1315.56µs
[2025-05-11 16:12:36] wrist    - Angle:  67.00° | Value:  -0.26 | Pulse Width: 1309.44µs
[2025-05-11 16:12:36] wrist    - Angle:  64.00° | Value:  -0.29 | Pulse Width: 1291.11µs
[2025-05-11 16:12:36] wrist    - Angle:  62.00° | Value:  -0.31 | Pulse Width: 1278.89µs
[2025-05-11 16:12:36] wrist    - Angle:  59.00° | Value:  -0.34 | Pulse Width: 1260.56µs
[2025-05-11 16:12:36] wrist    - Angle:  57.00° | Value:  -0.37 | Pulse Width: 1248.33µs
[2025-05-11 16:12:36] wrist    - Angle:  55.00° | Value:  -0.39 | Pulse Width: 1236.11µs
[2025-05-11 16:12:37] wrist    - Angle:  56.00° | Value:  -0.38 | Pulse Width: 1242.22µs
[2025-05-11 16:12:37] wrist    - Angle:  57.00° | Value:  -0.37 | Pulse Width: 1248.33µs
[2025-05-11 16:12:37] wrist    - Angle:  59.00° | Value:  -0.34 | Pulse Width: 1260.56µs
[2025-05-11 16:12:37] wrist    - Angle:  62.00° | Value:  -0.31 | Pulse Width: 1278.89µs
[2025-05-11 16:12:37] wrist    - Angle:  68.00° | Value:  -0.24 | Pulse Width: 1315.56µs
[2025-05-11 16:12:37] wrist    - Angle:  75.00° | Value:  -0.17 | Pulse Width: 1358.33µs
[2025-05-11 16:12:37] wrist    - Angle:  86.00° | Value:  -0.04 | Pulse Width: 1425.56µs
[2025-05-11 16:12:37] wrist    - Angle:  94.00° | Value:   0.04 | Pulse Width: 1474.44µs
[2025-05-11 16:12:37] wrist    - Angle: 104.00° | Value:   0.16 | Pulse Width: 1535.56µs
[2025-05-11 16:12:37] wrist    - Angle: 111.00° | Value:   0.23 | Pulse Width: 1578.33µs
[2025-05-11 16:12:37] wrist    - Angle: 119.00° | Value:   0.32 | Pulse Width: 1627.22µs
[2025-05-11 16:12:37] wrist    - Angle: 126.00° | Value:   0.40 | Pulse Width: 1670.00µs
[2025-05-11 16:12:37] wrist    - Angle: 134.00° | Value:   0.49 | Pulse Width: 1718.89µs
[2025-05-11 16:12:37] wrist    - Angle: 141.00° | Value:   0.57 | Pulse Width: 1761.67µs
[2025-05-11 16:12:37] wrist    - Angle: 148.00° | Value:   0.64 | Pulse Width: 1804.44µs
[2025-05-11 16:12:37] wrist    - Angle: 149.00° | Value:   0.66 | Pulse Width: 1810.56µs
[2025-05-11 16:12:37] wrist    - Angle: 153.00° | Value:   0.70 | Pulse Width: 1835.00µs
[2025-05-11 16:12:37] wrist    - Angle: 156.00° | Value:   0.73 | Pulse Width: 1853.33µs
[2025-05-11 16:12:37] wrist    - Angle: 157.00° | Value:   0.74 | Pulse Width: 1859.44µs
[2025-05-11 16:12:37] wrist    - Angle: 156.00° | Value:   0.73 | Pulse Width: 1853.33µs
[2025-05-11 16:12:37] wrist    - Angle: 154.00° | Value:   0.71 | Pulse Width: 1841.11µs
[2025-05-11 16:12:37] wrist    - Angle: 150.00° | Value:   0.67 | Pulse Width: 1816.67µs
[2025-05-11 16:12:37] wrist    - Angle: 149.00° | Value:   0.66 | Pulse Width: 1810.56µs
[2025-05-11 16:12:37] wrist    - Angle: 142.00° | Value:   0.58 | Pulse Width: 1767.78µs
[2025-05-11 16:12:37] wrist    - Angle: 132.00° | Value:   0.47 | Pulse Width: 1706.67µs
[2025-05-11 16:12:37] wrist    - Angle: 122.00° | Value:   0.36 | Pulse Width: 1645.56µs
[2025-05-11 16:12:37] wrist    - Angle: 106.00° | Value:   0.18 | Pulse Width: 1547.78µs
[2025-05-11 16:12:37] wrist    - Angle: 103.00° | Value:   0.14 | Pulse Width: 1529.44µs
[2025-05-11 16:12:37] wrist    - Angle:  95.00° | Value:   0.06 | Pulse Width: 1480.56µs
[2025-05-11 16:12:37] wrist    - Angle:  85.00° | Value:  -0.06 | Pulse Width: 1419.44µs
[2025-05-11 16:12:37] wrist    - Angle:  75.00° | Value:  -0.17 | Pulse Width: 1358.33µs
[2025-05-11 16:12:37] wrist    - Angle:  66.00° | Value:  -0.27 | Pulse Width: 1303.33µs
[2025-05-11 16:12:37] wrist    - Angle:  57.00° | Value:  -0.37 | Pulse Width: 1248.33µs
[2025-05-11 16:12:37] wrist    - Angle:  45.00° | Value:  -0.50 | Pulse Width: 1175.00µs
[2025-05-11 16:12:37] wrist    - Angle:  42.00° | Value:  -0.53 | Pulse Width: 1156.67µs
[2025-05-11 16:12:37] wrist    - Angle:  39.00° | Value:  -0.57 | Pulse Width: 1138.33µs
[2025-05-11 16:12:37] wrist    - Angle:  40.00° | Value:  -0.56 | Pulse Width: 1144.44µs
[2025-05-11 16:12:37] wrist    - Angle:  41.00° | Value:  -0.54 | Pulse Width: 1150.56µs
[2025-05-11 16:12:37] wrist    - Angle:  42.00° | Value:  -0.53 | Pulse Width: 1156.67µs
[2025-05-11 16:12:37] wrist    - Angle:  43.00° | Value:  -0.52 | Pulse Width: 1162.78µs
[2025-05-11 16:12:37] wrist    - Angle:  45.00° | Value:  -0.50 | Pulse Width: 1175.00µs
[2025-05-11 16:12:37] wrist    - Angle:  49.00° | Value:  -0.46 | Pulse Width: 1199.44µs
[2025-05-11 16:12:37] wrist    - Angle:  58.00° | Value:  -0.36 | Pulse Width: 1254.44µs
[2025-05-11 16:12:37] wrist    - Angle:  61.00° | Value:  -0.32 | Pulse Width: 1272.78µs
[2025-05-11 16:12:37] wrist    - Angle:  62.00° | Value:  -0.31 | Pulse Width: 1278.89µs
[2025-05-11 16:12:37] wrist    - Angle:  68.00° | Value:  -0.24 | Pulse Width: 1315.56µs
[2025-05-11 16:12:37] wrist    - Angle:  73.00° | Value:  -0.19 | Pulse Width: 1346.11µs
[2025-05-11 16:12:37] wrist    - Angle:  79.00° | Value:  -0.12 | Pulse Width: 1382.78µs
